type,sugar,freeSO2,totalSO2,density,pH,alcohol,quality
2,11.5,35,165,0.9974,3.22,9,5
2,6.3,34,231,0.9964,3.36,10,6
2,6.3,35,240,0.9963,3.36,10,6
2,11.2,41,167,0.9948,3.12,11.3,7
2,11.2,41,167,0.9948,3.12,11.3,7
2,15.1,34,153,0.9953,3.13,12,7
2,11.2,41,167,0.9948,3.12,11.3,7
2,15.1,34,153,0.9953,3.13,12,7
2,5.6,43,160,0.9949,3.6,10.6,6
2,12.6,37,213,0.9988,2.99,9.3,5
2,5.7,27,104,0.9954,3.04,9.4,6
2,2.2,37,102,0.992,3.27,11,7
2,11,53,247,0.9984,3.44,9.3,6
2,5.7,27,104,0.9954,3.04,9.4,6
2,1,24,164,0.9926,3.42,10.5,5
2,2.2,37,102,0.992,3.27,11,7
2,11.8,96,249,0.9976,3.07,9.5,6
2,7.8,32,139,0.9972,3.33,11.2,6
2,4.7,21,94,0.991,3.29,12.3,6
2,11.5,44,157,0.998,3.27,9,5
2,7.9,62,180,0.9966,3.07,9,5
2,11.5,44,157,0.998,3.27,9,5
2,17.8,34,243,1.0007,2.98,9,5
2,1.7,48,189,0.992,3.25,11.4,6
2,1.6,50,181,0.9925,3.2,11,7
2,4.7,21,94,0.991,3.29,12.3,6
2,1.6,36,127,0.9934,3.6,10.4,7
2,2.4,16,107,0.9955,3.28,10.3,5
2,6.4,44,172,0.9944,3.29,10.5,7
2,14,83,197,0.9981,3.14,9.8,6
2,1.6,34,181,0.9968,3.11,10,4
2,1.6,13,176,0.9946,3.14,9.7,5
2,1.4,14,171,0.9946,3.13,9.7,5
2,14,83,197,0.9981,3.14,9.8,6
2,4.7,57,161,0.9946,3.32,10.5,6
2,10.2,78,186,0.997,3.14,10,6
2,2.3,22,104,0.9924,3.24,11.5,7
2,7.8,57,202,0.9958,3.24,9.5,5
2,2.4,25,122,0.994,3.43,10.5,6
2,8.3,28,142,0.9958,3.12,10.2,6
2,13.9,45,199,0.9984,3.34,9.8,6
2,13.8,34,137,0.9948,3.1,11.6,6
2,7.3,41,144,0.9932,3.15,11.8,7
2,8.5,41,140,0.9952,3.04,10.1,7
2,1.8,35,163,0.9924,3.31,10.3,6
2,5.1,38,168,0.9945,3.34,10.4,6
2,16.05,26,166,0.9976,3.09,8.9,5
2,16.05,26,166,0.9976,3.09,8.9,5
2,7.35,37,154,0.9938,3.06,10.8,5
2,16.05,16,165,0.9997,3.38,9.2,5
2,2,48,140,0.994,3.18,9.6,6
2,1.2,21,78,0.9921,3.08,10.4,6
2,14,41,248,0.9986,3.03,8.7,6
2,16.2,14,103,0.9987,3.06,9.2,6
2,14.3,45,213,0.9991,3.18,9.2,5
2,16.2,14,103,0.9987,3.06,9.2,6
2,14.3,45,213,0.9991,3.18,9.2,5
2,14.3,45,213,0.9991,3.18,9.2,5
2,7.9,34,124,0.9948,3.4,10.2,5
2,16.2,14,103,0.9987,3.06,9.2,6
2,1,39,107,0.993,3.2,9,5
2,13.6,41,178,0.9988,3.37,9.7,5
2,17.85,50,185,1,3.34,9.6,5
2,1.3,24,112,0.9932,3.14,10,5
2,14.3,45,213,0.9991,3.18,9.2,5
2,13.7,44,197,0.9989,3.18,9.1,5
2,18.3,40,142,1,3.3,8.7,5
2,18.3,40,142,1,3.3,8.7,5
2,6.5,31,161,0.9952,3.14,9.5,5
2,10.3,73,212,0.9969,2.93,9.5,6
2,8.1,53,166,0.9966,2.9,8.9,6
2,8.1,53,166,0.9966,2.9,8.9,6
2,8.6,15,89,0.9976,3.29,9.9,6
2,1.9,41,104,0.99,3.29,12.6,7
2,14.1,45,166,0.9988,2.72,9.7,6
2,7.9,14,118,0.9942,2.96,10.4,5
2,10.7,26,183,0.9984,2.93,9.1,6
2,1.2,25,106,0.9932,3.01,10.4,5
2,10.3,73,212,0.9969,2.93,9.5,6
2,8.1,53,166,0.9966,2.9,8.9,6
2,1.9,16,120,0.9933,3.16,10.6,5
2,2.7,64,158,0.9916,3.12,12,7
2,5.7,26,98,0.9914,2.93,12.5,7
2,9.3,40,126,0.9966,3.21,9.6,5
2,8.1,54,180,0.9958,3.08,9.2,5
2,1.3,20,71,0.9926,3.04,9.9,6
2,8.5,20,112,0.9939,2.96,11.7,6
2,2.1,21,153,0.9953,3.09,9.6,6
2,3.5,27,135,0.9906,3,12,6
2,5.7,26,98,0.9914,2.93,12.5,7
2,8.1,54,180,0.9958,3.08,9.2,5
2,1.3,20,71,0.9926,3.04,9.9,6
2,14.4,54,177,0.9991,3.17,8.9,6
2,13.7,56,189,0.9994,3.24,9,6
2,11.1,52.5,158,0.9976,3.03,10.2,7
2,9.3,40,126,0.9966,3.21,9.6,5
2,4.9,27,127,0.9953,3.29,9.4,5
2,1.7,10,59,0.9923,2.97,10.4,5
2,1.6,6,106,0.993,3.15,10.4,4
2,1.4,15,97,0.9931,3.16,10,6
2,1.4,14,96,0.9932,3.16,10,6
2,1.6,46,169,0.9926,3.05,10.5,5
2,6.8,47,193,0.9938,3.23,11.4,6
2,9.7,46,172,0.9966,3.08,10.2,5
2,10.5,49,228,0.9974,3.04,10.4,6
2,2,146.5,307.5,0.9924,3.24,11,3
2,6.2,15,93,0.9948,2.89,10.1,6
2,8.3,27,182,0.9964,3,9.2,5
2,1.6,25,87,0.9924,3.23,10.3,6
2,9.7,46,172,0.9966,3.08,10.2,5
2,10.5,49,228,0.9974,3.04,10.4,6
2,4.6,34,172,0.9938,3.23,11.1,7
2,1.2,27,84,0.9928,3.33,9.9,5
2,7.6,35,143,0.9959,3.14,9,5
2,15,35,256,1.0001,2.93,8.6,5
2,7.6,35,143,0.9959,3.14,9,5
2,15,35,256,1.0001,2.93,8.6,5
2,11.6,48,195,0.9968,3.18,9.5,5
2,1.1,61,197,0.9932,3.02,9,5
2,7.8,39,152,0.9954,2.99,10,6
2,12,57,158,0.9992,3.6,9,6
2,1.1,61,197,0.9932,3.02,9,5
2,1.4,37,135,0.9939,3.34,10.2,7
2,6.7,29,160,0.9952,3.04,9.6,5
2,17.2,49,219,0.9996,2.96,9.7,5
2,1.4,34,185,0.9966,3.02,10.2,4
2,8.2,29,142,0.9925,3.01,13,7
2,4.3,49,172,0.996,3.37,10.8,6
2,17.2,49,219,0.9996,2.96,9.7,5
2,11.1,66,169,0.9973,2.89,9,5
2,1.1,16,63,0.9937,3.37,9.9,5
2,7.2,22,89,0.9966,3.29,9.2,6
2,16.6,53,238,1.0017,2.96,8.7,6
2,1,13,91,0.993,2.79,10.1,5
2,1,13,91,0.993,2.79,10.1,5
2,1.3,21,123,0.9959,2.9,9.5,5
2,1.4,11,99,0.9958,3.17,9.9,5
2,16.6,53,238,1.0017,2.96,8.7,6
2,6.9,50,173,0.9958,3.19,9,5
2,13.3,50,163,0.9979,3.03,8.6,6
2,8.1,13,114,0.9941,3.12,10.5,6
2,9.2,53,186,0.997,3.09,9.5,7
2,1.4,41,142,0.9934,3.43,10.1,6
2,3.2,49,164,0.9927,3.53,11.7,7
2,2.5,32,116,0.9944,3.23,10.7,6
2,3.2,49,164,0.9927,3.53,11.7,7
2,4.5,37,133,0.9963,3.15,9.2,5
2,18.35,33,139,1.0011,3.17,8.8,5
2,18.35,33,139,1.0011,3.17,8.8,5
2,7.8,76,197,0.9959,3.24,9.5,6
2,7,35,208,0.9973,3.57,10.2,5
2,6.3,30,143,0.9966,3.25,9.1,6
2,1.2,23,103,0.9932,3.19,10.5,6
2,12.8,57,184,0.9984,3.09,9,6
2,14.2,53,212.5,0.999,3.14,8.9,8
2,14.2,53,212.5,0.999,3.14,8.9,8
2,14.2,53,212.5,0.999,3.14,8.9,8
2,14.2,53,212.5,0.999,3.14,8.9,8
2,14.2,53,212.5,0.999,3.14,8.9,8
2,16.65,48,181,1.0006,3.2,9.1,6
2,1.9,27,151,0.9937,3.2,10.1,6
2,7.7,57,176,0.9954,3.12,10,5
2,10.4,63,201,0.997,3.11,9.5,6
2,3.3,30,102,0.9912,3.08,12.3,7
2,1.1,5,110,0.9939,3.24,9.1,4
2,14.2,53,212.5,0.999,3.14,8.9,8
2,6.3,17,103,0.9957,3.5,9.6,5
2,5.25,33,180,0.9926,3.13,11.6,6
2,14.6,47,168,0.9994,3.34,8.8,6
2,11.8,51,170,1.0004,3.34,8.9,6
2,14.6,47,168,0.9994,3.34,8.8,6
2,11.8,51,170,1.0004,3.34,8.9,6
2,11.8,51,170,1.0004,3.34,8.9,6
2,17.3,32,197,1.0002,3.13,9,6
2,1.4,56,145,0.9922,3.19,10,5
2,1.3,58,147,0.9922,3.18,10,5
2,1.6,43,154,0.9934,3.36,11.1,6
2,5.25,33,180,0.9926,3.13,11.6,6
2,2.4,58,178,0.9941,3.42,10.6,6
2,14.6,47,168,0.9994,3.34,8.8,6
2,11.8,51,170,1.0004,3.34,8.9,6
2,1.5,16,84,0.9924,3.34,10.1,6
2,1.8,21,159,0.9948,3.52,10,5
2,7.7,27,98,0.9935,3.18,12.2,7
2,2,20,95,0.9918,3.23,11,6
2,1.8,21,159,0.9948,3.52,10,5
2,1.4,37,160,0.9924,3.37,11.1,5
2,16.7,38,133,0.9979,3.22,10.4,6
2,8.1,14,71,0.993,2.94,11.8,5
2,8,22,84,0.994,3.11,10.8,6
2,4.7,28,110,0.991,3.3,12.5,7
2,8.1,14,71,0.993,2.94,11.8,5
2,2.1,12,136,0.9922,3.25,11.6,7
2,16.7,38,133,0.9979,3.22,10.4,6
2,6.4,36,163,0.9937,3.19,11.5,6
2,1.5,46,142,0.9928,3.23,10.1,6
2,7.6,45,215,0.9965,3.11,9.2,6
2,1.5,46,142,0.9928,3.23,10.1,6
2,12.4,29,190,0.9991,3.07,9.2,5
2,1.3,44,149,0.9948,3.08,8.9,5
2,1.7,5,60,0.9925,3.09,10.1,5
2,8.1,51,180,0.9958,3.13,8.9,5
2,7.1,33,150,0.9962,3.1,9.7,6
2,7.6,45,215,0.9965,3.11,9.2,6
2,2.3,22,145,0.9951,3.06,11,6
2,6.5,32,160,0.9944,3.14,10.7,5
2,1.4,29,101,0.9916,3.24,10.8,6
2,12.7,50,183,0.9987,3.41,9.8,5
2,1.6,11,124,0.9928,3.25,11,5
2,1.1,18,72,0.9926,2.97,10.4,5
2,1.2,20,155,0.9934,3.8,10.2,6
2,6.5,32,160,0.9944,3.14,10.7,5
2,4.6,22,104,0.9949,3.34,9,5
2,0.6,11,71,0.9926,3.08,10.6,5
2,10.6,56,212,0.997,3.22,9.5,6
2,4.6,22,104,0.9949,3.34,9,5
2,4.8,22,104,0.9948,3.34,9.2,6
2,2.7,30,107,0.992,2.97,11,6
2,12.6,22,115,0.9964,3.28,9.9,6
2,0.6,11,71,0.9926,3.08,10.6,5
2,9.2,22,126,0.9982,3.38,9.3,5
2,6.6,28,156,0.9955,3.14,9.6,5
2,7,29,155,0.9955,3.14,9.5,5
2,8.45,32,172,0.9958,3.39,9.7,7
2,11.1,15,123,0.9997,2.93,9.7,3
2,18.15,41,146,1.0001,3.3,8.7,5
2,18.15,41,146,1.0001,3.3,8.7,5
2,4.1,19,101,0.9918,3.01,12.4,5
2,4.1,19,101,0.9918,3.01,12.4,5
2,4.6,27,155,0.9931,3.07,10.6,6
2,18.15,41,146,1.0001,3.3,8.7,5
2,4.9,20,151,0.9926,3.36,12,7
2,8.3,45,227,0.9966,3.12,9,5
2,1.4,31,169,0.9932,3.13,8.8,5
2,11.5,58,223,0.9969,3.22,9.5,5
2,1.8,23,96,0.9925,3.32,10.8,6
2,1.6,34,132,0.9914,3.16,11.4,5
2,2.4,38,123,0.996,3.6,10.3,5
2,4.9,51,180,0.9952,3.3,9.5,6
2,1.8,21,127,0.9934,3.15,9.9,5
2,4.3,25,142,0.9939,3.16,10.2,5
2,4.4,26,146,0.9939,3.16,10.2,5
2,1.4,26,104,0.9906,3.44,11,6
2,1.6,25,126,0.9901,3.22,12.1,7
2,1.3,25,173,0.9948,3.26,9.1,6
2,5.2,31,140,0.995,3.26,9.5,6
2,5.6,43,164,0.9953,3.27,9.5,5
2,5.3,57,189,0.9953,3.31,9.8,5
2,4.9,51,180,0.9952,3.3,9.5,6
2,2.4,38,123,0.996,3.6,10.3,5
2,1.6,10,124,0.9948,3.3,9.6,5
2,2.1,39,198,0.9951,3.52,10.2,6
2,1.4,25,119,0.9931,3.68,10.5,6
2,7.1,17,117,0.9962,3.32,10.4,4
2,1.6,10,124,0.9948,3.3,9.6,5
2,10.7,18,95,0.9959,3.22,10.7,5
2,11.1,25,119,0.9962,3.15,10.5,6
2,10.7,14,111,0.9958,2.85,10.6,5
2,1.6,47,150,0.9948,3.29,9.6,6
2,1.6,47,150,0.9948,3.29,9.6,6
2,1.5,17,101,0.994,3.14,9.5,5
2,1.5,48,153,0.9942,3.12,9.4,6
2,1.6,29,130,0.9942,3.22,9.8,6
2,1.6,47,150,0.9948,3.29,9.6,6
2,8,51,172,0.9964,3.16,9.2,5
2,7.7,53,176,0.9958,3.17,9.5,5
2,2.7,27,93,0.9932,3.34,9.2,5
2,15.1,22,136,0.9986,2.94,9.4,5
2,15.1,22,136,0.9986,2.94,9.4,5
2,8.9,33,146,0.9988,3.4,9.3,5
2,6,5,129,0.9953,3.19,9.1,5
2,12.3,31,145,0.9983,3.36,9.5,5
2,13.1,72,163,1,3.42,9.1,6
2,6.7,43,153,0.9951,3.63,10.6,5
2,12.3,31,145,0.9983,3.36,9.5,5
2,2.3,16,85,0.9906,3.19,12.4,6
2,11.1,28,237,0.9981,3.18,8.7,5
2,1.5,35,128,0.9936,3.12,8.8,5
2,6.7,43,153,0.9951,3.63,10.6,5
2,6,5,129,0.9953,3.19,9.1,5
2,15.2,40,234,1.0005,3.02,9,5
2,10.2,46,141,0.9972,3.16,10.3,6
2,13.1,72,163,1,3.42,9.1,6
2,10.7,59,186,0.9969,3.12,9.5,6
2,17.1,44,138,1.0001,3.3,8.8,5
2,17.1,44,138,1.0001,3.3,8.8,5
2,17.1,44,138,1.0001,3.3,8.8,5
2,1.9,20,93,0.9934,3.38,9.9,5
2,10.7,59,186,0.9969,3.12,9.5,6
2,17.1,44,138,1.0001,3.3,8.8,5
2,1.2,19,68,0.9902,3.14,11.7,4
2,1.2,26,117,0.993,3.21,10.8,5
2,3.1,18,126,0.9914,3.43,12,6
2,1.5,14,122,0.9941,3.2,10.3,4
2,10.7,47,154,0.9967,3.05,9,5
2,4.9,36,109,0.9918,3.19,12.2,7
2,12.6,59,173,0.998,3.39,9.9,5
2,10.7,47,154,0.9967,3.05,9,5
2,4.9,36,109,0.9918,3.19,12.2,7
2,12.15,42,163,0.9957,3.2,10.1,5
2,12,23,174,0.9986,3.31,9.3,5
2,1.7,50.5,344,0.9958,3.1,9.5,5
2,2.6,36,146,0.9948,3.43,9.2,6
2,1.4,15,115,0.9918,3.27,11.7,5
2,1.9,21,144,0.9923,3.35,11,5
2,16.9,49,158,0.9998,3.37,9.6,6
2,16.9,49,158,0.9998,3.37,9.6,6
2,2.1,22,162,0.9914,2.99,11.9,6
2,7,38,118,0.9939,3.25,10.8,6
2,7.1,41,224,0.9966,3.38,10.1,5
2,5.9,31,132,0.995,3.25,10.9,6
2,7.1,41,224,0.9966,3.38,10.1,5
2,8.7,19,102,0.994,3.27,10.4,5
2,13.2,12,105,0.9972,3.05,9.2,5
2,15.3,31,117,0.9998,3.27,9.6,5
2,15.3,31,117,0.9998,3.27,9.6,5
2,13.2,64,179,0.9982,3.1,9,5
2,2.7,18,89,0.9924,3.4,11.5,7
2,10.65,53,145,0.9972,3.17,10.2,6
2,10,49,165,0.997,3.4,9.9,6
2,6.8,26,105,0.9954,3.44,9.6,6
2,15.6,20,142,0.9962,3.1,10.6,5
2,13.2,12,105,0.9972,3.05,9.2,5
2,5.1,31,99,0.9921,3.24,11.8,6
2,3,36,102,0.9905,3.18,12.2,6
2,15.3,31,117,0.9998,3.27,9.6,5
2,2.1,15,76,0.993,3.2,10.6,6
2,1.9,23,91,0.9941,3.27,10.3,6
2,8.6,34,187,0.9994,3.12,10.2,4
2,8.75,33,181,0.9962,3.11,10.7,5
2,3.6,9,76,0.992,3.05,11.7,4
2,4.7,31,92,0.9922,3.01,12,6
2,1.3,26,105,0.994,3.52,10.6,6
2,1.8,6,61,0.9897,3.3,12.2,4
2,9.7,29,124,0.9954,3.47,11,6
2,4,29,79,0.99,3.23,12.4,7
2,2.4,19,115,0.9948,2.77,9.4,6
2,4.7,31,92,0.9922,3.01,12,6
2,18.8,55,130,0.998,2.96,11.6,5
2,1.8,15,162,0.9944,3.18,9.4,5
2,1.8,15,162,0.9944,3.18,9.4,5
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,7.8,11,117,0.996,3.23,9.2,5
2,16.75,43,163,0.9999,3.15,9.2,5
2,12.8,48.5,229,0.9986,3.14,9.1,7
2,12.8,48.5,212,0.9986,3.14,9.1,7
2,7.8,11,117,0.996,3.23,9.2,5
2,5.4,23,126,0.9951,3.25,9,7
2,16.75,43,163,0.9999,3.15,9.2,5
2,1.3,33,106,0.993,3.22,10.8,6
2,10.1,29,146,0.9982,3.4,9.5,6
2,3.8,30,114,0.992,3.11,11,6
2,10.9,37,146,0.9963,3.24,10,5
2,6.6,38,141,0.995,3.22,9.5,5
2,9.8,29,109,0.9956,3.29,10.1,6
2,11.7,24,94,0.997,3.19,9.5,7
2,1.2,14,74,0.9936,3.08,9.5,5
2,1.4,13,137,0.9935,3.11,9.5,5
2,9.6,24,90,0.9963,3.35,9.4,6
2,12.2,36,125,0.9967,2.92,9.4,6
2,2.6,29,110,0.9912,3.31,12.7,6
2,10.7,34,145,0.9981,3.09,9.7,5
2,4.9,31,153,0.9966,3.27,9.7,6
2,12.2,36,125,0.9967,2.92,9.4,6
2,9.6,24,90,0.9963,3.35,9.4,6
2,1.4,13,137,0.9935,3.11,9.5,5
2,1.1,20,71,0.9902,3.1,11.7,6
2,1,26,101,0.99,3.09,11.7,6
2,8.2,53,187,0.996,3.16,9.7,5
2,11.3,77,231,0.9966,3.24,9.5,6
2,7.3,31,157,0.9962,3.25,9.1,5
2,2.3,23,147,0.994,3.23,10.3,6
2,8.2,53,187,0.996,3.16,9.7,5
2,2.1,14,167,0.994,3.21,9.9,5
2,2,19,175,0.9944,3.22,9.9,5
2,10,35,178,0.9974,3.26,10.2,5
2,15.75,16,132,0.996,3,12.1,6
2,3.9,36,138,0.9922,3.15,11.3,7
2,2,13,128,0.9917,3.19,11.4,5
2,1.5,24,125,0.9918,3.17,12.2,6
2,1.6,53,150,0.9936,3.18,9.9,7
2,1.4,35,136,0.9938,3.63,10.3,6
2,1.5,24,125,0.9918,3.17,12.2,6
2,1.4,23,107,0.9939,3.52,10.4,6
2,2,13,128,0.9917,3.19,11.4,5
2,13.8,32,161,0.9981,3.13,9.9,6
2,1.3,16,96,0.9941,3.32,10,5
2,3.8,18,129,0.9928,3.21,11.5,6
2,6.9,29,163,0.9952,3.44,10.5,6
2,2.2,36,134,0.9898,3.28,12.5,7
2,1.6,40,120,0.9914,2.98,10.5,6
2,13.8,32,161,0.9981,3.13,9.9,6
2,10.8,25,157,0.9957,3.06,11.4,7
2,12.8,44,169,0.998,3.42,9.8,6
2,10.8,25,157,0.9957,3.06,11.4,7
2,15.3,32,166,0.9986,3.03,9.2,4
2,12.1,60,177,0.9983,3.08,8.9,5
2,12,64,179,0.9982,3.07,8.9,5
2,11.6,45,124,0.997,2.92,9.5,7
2,9.2,42,150,0.9947,3.21,11.5,6
2,11.6,45,124,0.997,2.92,9.5,7
2,9.2,42,150,0.9947,3.21,11.5,6
2,2.8,16,89,0.99416,2.96,9.5,6
2,1.6,10,164,0.99516,3.35,9.7,5
2,6.1,20,90,0.99496,3.17,9.7,5
2,8.5,10,147,0.9974,3.32,9.5,6
2,7.8,48,184,0.99579,3.16,9.4,5
2,14.9,37,162,0.9983,3.13,9,4
2,6.2,39,151,0.99471,3.6,10.6,6
2,8.5,10,147,0.9974,3.32,9.5,6
2,8.2,41,180,0.99644,3.16,9.1,5
2,7.8,48,184,0.99579,3.16,9.4,5
2,10.6,49,169,0.99699,3.05,8.8,5
2,11.2,52,171,0.99758,3.54,10.4,5
2,11.6,35,228,0.9977,3.13,8.9,5
2,7.1,28,141,0.99397,3.16,10.6,7
2,14.9,37,162,0.9983,3.13,9,4
2,6.2,39,151,0.99471,3.6,10.6,6
2,1.7,16,100,0.99243,3.28,10.6,6
2,7.7,45,186,0.9962,3.23,9,5
2,17.3,46,235,1.00182,3.08,8.8,6
2,1.4,34,101,0.99384,3.54,10.5,7
2,7.7,51,174,0.99582,3.16,9.5,5
2,7.7,45,186,0.9962,3.23,9,5
2,3.4,47,172,0.9924,3.14,10.4,6
2,1.6,35,133,0.99466,3.38,10,6
2,1.4,24,128,0.99212,2.97,10.4,5
2,1.4,34,132,0.99449,3.11,9,6
2,10.4,57,205,0.99748,3.24,9.3,5
2,1.4,34,132,0.99449,3.11,9,6
2,10.4,57,205,0.99748,3.24,9.3,5
2,4.1,20,134,0.99475,3.18,9,6
2,2.8,11,61,0.99189,3.06,11.5,6
2,15.7,49,159,0.99827,3.11,9,5
2,10.9,53,154,0.99752,3.52,10.4,6
2,15.7,49,159,0.99827,3.11,9,5
2,6.5,20,167,0.99479,3.08,10.6,5
2,10.9,53,154,0.99752,3.52,10.4,6
2,5.9,35,152,0.99642,3.47,8.5,6
2,17.3,47,169,1.00047,3.07,9.3,6
2,1.4,41,107,0.99382,3.53,10.5,7
2,13.5,50,156,0.99784,3.39,9.9,6
2,8.5,28,108,0.99486,3.4,10.4,6
2,6.2,10,94,0.99537,3.35,10.1,5
2,1.4,41,107,0.99382,3.53,10.5,7
2,14.95,47,178,0.99838,3.04,9.2,4
2,7.7,57,200,0.99566,3.17,9.4,6
2,1.3,25,91,0.99268,3.53,10.6,6
2,7.7,57,200,0.99566,3.17,9.4,6
2,1.3,45,149,0.99468,3.08,8.7,5
2,1.3,20,77,0.9933,3.61,10.2,6
2,1.3,18,66,0.99307,3.61,10.3,6
2,15.6,67,210,0.99907,3.06,9.5,5
2,15.6,67,210,0.99907,3.06,9.5,5
2,15.6,67,210,0.99907,3.06,9.5,5
2,15.6,67,210,0.99907,3.06,9.5,5
2,4.9,47,144,0.99471,3.17,9.4,5
2,5,49,145,0.99471,3.17,9.4,5
2,15.6,67,210,0.99907,3.06,9.5,5
2,6.5,26,97,0.99148,3.16,12.6,7
2,1.4,21,106,0.99383,3.52,10.5,7
2,2.7,38,150,0.99365,3.1,10.8,6
2,1.2,39,208,0.99272,3.18,9.9,6
2,6.5,26,97,0.99148,3.16,12.6,7
2,6.4,38,115,0.99235,3.38,12.2,7
2,6.9,62,150,0.99508,3.23,10,6
2,7.2,47,168,0.9946,3.29,10.6,7
2,10.6,66,202,0.99674,3.24,9.5,6
2,3.5,23,109,0.99018,3.34,12.8,8
2,6.4,38,115,0.99235,3.38,12.2,7
2,2.3,28,125,0.99084,3.34,12.6,7
2,12.05,25,125,0.99856,3.45,9.4,5
2,7,50,194,0.99591,3.21,9,5
2,11.8,26,126,0.9975,3.23,9.1,5
2,1.4,15,168,0.9944,3.06,9.4,6
2,5,40,143,0.99173,3.33,12.2,7
2,2.2,18,134,0.99378,3.21,10,5
2,14.6,34,159,0.99805,2.93,9.2,5
2,1.6,36,139,0.99534,3.11,9.3,5
2,1.3,11,126,0.99232,3.14,9.8,6
2,14.6,34,159,0.99805,2.93,9.2,5
2,2.8,44,132,0.99078,3.34,12,7
2,1.6,36,139,0.99534,3.11,9.3,5
2,3.3,15,80,0.99061,3.33,12.6,7
2,6.3,42,127,0.99182,3.31,12.2,6
2,8.1,49,144,0.9966,3.4,11,6
2,1.6,34,116,0.9912,3.25,12,7
2,10.6,51,153,0.99779,3.16,8.8,5
2,11.8,58,164,0.99814,3.17,8.9,4
2,1.7,39,84,0.99096,3.59,12.7,7
2,8.1,42,130,0.99379,3.1,11.8,6
2,1.4,11,178,0.99426,3.79,10.2,5
2,1.3,23,121,0.99228,3.24,9.9,6
2,1.8,42,148,0.99335,3.35,11.1,6
2,7.2,54,190,0.99595,3.22,9.4,5
2,1.1,7,119,0.99297,3.13,9.7,6
2,11.95,22,111,0.99687,3.11,9.7,5
2,1.1,7,119,0.99297,3.13,9.7,6
2,11.95,22,111,0.99687,3.11,9.7,5
2,2.2,29,175,0.99445,3.19,9.8,5
2,12.7,25,209,0.9986,3.25,9.3,6
2,1.4,31,161,0.99154,2.95,10.5,5
2,10.6,38,209,0.9981,3.47,9.3,6
2,1.9,64,106,0.98993,3.45,12.6,8
2,17.8,128,212,1.00241,3.44,8.9,5
2,10.2,50,118,0.99716,3.18,10.3,5
2,4.8,110,198,0.99437,3.29,10.6,5
2,9.8,61,180,0.9972,3.15,9,4
2,8.4,40,167,0.99756,3.48,9.7,5
2,7.2,21,90,0.99509,3.22,9.5,6
2,4.8,27,156,0.99572,3.49,10.3,6
2,8.4,40,167,0.99756,3.48,9.7,5
2,4.5,27,95,0.99175,3.21,12.3,8
2,1.4,39,149,0.99254,3.4,10.5,5
2,7.2,21,90,0.99509,3.22,9.5,6
2,11,41,211,0.99676,3.11,10,6
2,11.1,58,179,0.9979,3.08,8.8,4
2,2.6,24,98,0.99194,3,10.9,6
2,2,14,141,0.99077,2.95,12.2,6
2,10.1,19,184,0.99782,3.06,9.5,5
2,13.3,46,212,0.99942,3.47,10,5
2,11.4,53,202,0.99708,3.11,9.6,6
2,1.3,36,126,0.99353,3.13,8.7,6
2,1.4,46,89,0.99256,3.39,10.7,7
2,1.4,26,66,0.99199,3.43,11.1,6
2,7,14,130,0.9918,3.25,12.5,7
2,2,29,130,0.99354,3.3,10.4,6
2,1.2,20,93,0.99244,3.2,11.5,5
2,12.9,60,221,0.99831,3.05,9.4,5
2,5,17,129,0.99396,3.03,9.3,5
2,10.1,30,121,0.99724,3.17,10.1,6
2,3.75,14,102,0.99524,3.28,9.7,5
2,1.7,39,144,0.9927,3.49,10.5,6
2,12.6,44,182,0.99802,3.42,9.7,5
2,1.3,42.5,204,0.99512,3.59,9.2,5
2,1.6,24,138,0.99438,3.19,9.8,5
2,7.6,40,227,0.99679,3.12,9,5
2,8.1,40,188,0.99652,3.15,9.1,6
2,14.9,70,169,0.99698,3.25,10.4,6
2,6,29,144,0.99474,3.68,10.7,6
2,6,25,107,0.99511,3.59,10.5,7
2,7.2,47,202,0.99582,3.21,9.2,5
2,3,5,85,0.99125,3.28,11.5,4
2,1.2,5,57,0.99256,3.05,10.4,3
2,2,43,188,0.9911,3.3,12,6
2,4.9,41,150,0.99168,3.38,12.2,6
2,2,43,188,0.9911,3.3,12,6
2,8.9,24,90,0.99556,3.29,9.8,6
2,16.45,52.5,282,1.00098,3.1,9.3,5
2,2,21,191,0.99516,3.49,9.6,4
2,1.9,21,196,0.99516,3.49,9.5,4
2,5.1,37,144,0.99518,3.5,10.2,6
2,4.4,14,107,0.99347,3.24,10.4,8
2,5.8,26,74,0.9929,3.28,11,6
2,4.4,14,107,0.99347,3.24,10.4,8
2,12.9,56,160,0.99841,3.05,8.7,5
2,1.3,24,189,0.99362,3.29,9.9,4
2,1.3,24,186,0.99361,3.29,9.9,4
2,1.2,7,106,0.9914,3.06,11.3,4
2,2.7,28,83,0.99114,3.38,12,8
2,1.7,34,130,0.9925,3.43,10.7,8
2,8.2,32,156,0.99453,3.13,10.1,6
2,1.5,42,135,0.9938,3.25,9.6,7
2,1.5,43,136,0.9938,3.25,9.6,6
2,12.9,58,252,0.99806,3.29,8.7,5
2,3.9,28,199,0.9961,3.54,10.3,5
